class,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
c,0.3234562456081836,0.8410175493761661,0.7685603645509518,0.19168384473394492,360.7843477384707,110.31701461509435,746.2010620371334,218.59176711558948,74.82235837051503,74.90246539205731,309.151349647769,122.71393360926747,613.7541114544907,92.79619704364286
a,0.6633089978655182,0.7810248546696607,0.9239600313604451,0.8313046584646436,133.91697892451543,324.6063962230726,53.25794174021657,100.34455602116515,304.9866342049791,252.39661734303348,412.4685377786211,161.209347704247,464.9404830439918,312.8054513709304
d,0.22307770621653764,0.5508514911854188,0.7734566412306104,0.22825617506912657,386.43352798358086,241.78674853538388,235.12862497293804,141.19287023949306,67.36201602250537,159.9904743251884,101.90607774272519,202.68690711352625,494.40993933458725,80.26671189304938
d,0.1653214587044878,0.8740579507979261,0.8371624689858804,0.26144173381536645,317.08340458597615,150.66656853251453,406.5865447007709,233.71333061193386,413.93017133875185,335.05638631685287,190.882636847245,155.34657553813395,303.72897687062897,-11.947831174591787
d,0.3592943220913404,0.24350665411738046,0.641543484225105,0.44226379993938664,307.65486845116766,108.49363284484586,641.7037502338161,194.33515127905702,499.86032769791365,326.20284519469476,695.0796748604141,38.4917237650179,693.7962270332746,77.21045856164858
a,0.5353001867190543,0.20198425138418633,0.5433972294087436,0.7996610480981442,224.03298471992767,428.3315529568229,161.67399466233553,100.15315592019883,430.30392935517324,257.5477409217015,296.3129955531177,131.24952678635083,434.44000914014146,233.04323174897615
b,0.7817741118335599,0.26620180107526464,0.2761599189145366,0.8548854330311674,527.4214244258945,381.316500774205,251.94996973866665,216.36453034792032,604.4359447729165,439.5297275141778,678.2295176477325,213.4073354160649,250.361695661712,392.13840316857693
a,0.3423047798554324,0.8659872458597098,0.8122742343961568,0.8573003039798398,215.33013018164283,341.4129785207858,186.92948555464838,103.33446692821488,88.88430636793373,110.4569642046172,92.40279826204332,190.82715102534257,399.89370492216034,280.71140990488294
b,0.583100274911681,0.16487148520007547,0.3902940296977939,0.8492362218487219,536.1035374091878,317.94353525872117,171.03453818469177,82.02728473016654,661.3532235534833,489.9591189839066,256.50679918729355,77.08733191520903,-0.10062539735682918,496.4074299203849
b,0.6427673821431251,0.20910328993874022,0.32425985653611755,0.44493838017787757,605.0912563884706,150.29840685602304,80.0777393243054,85.53937294556334,465.35006060868403,361.25044548854953,399.8236255054893,241.04684303433552,157.09659835588437,34.75781998947475
c,0.7372898892656911,0.21322369290883492,0.7336893148777968,0.23398845173337504,399.1489048727386,119.05754614227789,526.6275272703665,225.58609694535275,730.5299095647187,487.88204915585413,344.62277953044605,151.98166938031054,470.9319174737791,194.72517688443605
a,0.25401560485697405,0.34155133616780986,0.23751634530492294,0.7573277479179312,168.8384961134067,293.6257087239044,276.5324432941631,151.02309519650953,664.7341341285511,423.8948075995731,594.0753885443404,90.45618635455347,183.41464339891365,350.23257454068334
b,0.38028639627976635,0.619233831100166,0.25302159792257756,0.5603521941733047,563.9969730102077,345.1540590897155,202.00561862158074,109.61227489211063,464.26595932081807,317.9195671626695,134.911869156346,198.79890523040564,397.4965934877532,149.43717049992804
b,0.8256772464839233,0.26385742232436277,0.2889596759703321,0.8280316831471572,628.1014812986433,323.49724780364863,412.7501635413206,164.34918489153776,89.72230225370298,158.6997631975836,619.7812250292425,116.96660991645375,242.9699872371048,320.5786034953415
b,0.3911106505638471,0.18579255029960268,0.5128098274831191,0.5969003313236593,547.5405965523381,410.16173384836054,470.9478235848583,196.37295203696965,541.2612835576615,377.4047088387441,270.03526366332557,170.82673924462532,69.18940148119147,429.25124873008104
d,0.4594989180583824,0.1922637680756249,0.5181934432905683,0.5725421170075596,277.94810529072276,145.90624538846612,309.88985963222245,188.4710480655496,302.46738294631007,30.34735397325995,387.838394477433,100.60928660651793,156.64664456221337,322.64520982355293
d,0.9311981356944908,0.0664265461768413,0.9741620902572248,0.5619622865164143,254.29436691243234,390.1642238997158,258.61760021814536,150.84061644573518,193.27584812316837,105.18586447961181,106.93865615592208,204.36015768469252,398.1339622498314,222.48882759006543
a,0.5976710946274005,0.2163003356154649,0.46159009524315314,0.5842937710785365,235.2830879085161,249.97907065564775,151.1923205231193,137.67298366512267,290.8662623297942,233.93547797547043,63.156840381157835,178.94326083089933,379.93935167176033,225.1808956740536
b,0.3520154269766705,0.7048406549169995,0.330109488904231,0.8032852326791066,583.3049405002305,354.97854536419,186.31851270706244,121.6169248071304,234.56221032466325,99.00376620104065,104.13132765660883,193.5510133143916,398.8869788705023,449.4812491629003
a,0.6165376288419719,0.9785883884654045,0.40837053476279817,0.8985630665375754,163.16436044394277,331.9343550813533,660.8774723306656,251.7121817866115,260.7213805427843,257.30151997746026,295.00448900275035,157.2825619670425,429.69308555389154,224.7570620897472
b,0.35832683091058093,0.8292309689552851,0.7869754030407184,0.23383354656953664,605.5105636102244,313.4763289355257,450.9878230424168,191.64883224887657,396.4617504121807,285.0765795151659,707.5083084096851,111.0459979781381,425.1199292204708,165.86252130817033
d,0.008790497699572283,0.8499210973802498,0.942862038027859,0.6110190468217956,395.8156803379404,93.9098828924422,370.23950845285515,174.71116545660388,250.55816474535482,171.14055550591615,182.41831975301113,50.15871513478598,244.91729240241432,263.63400357292176
d,0.902052279628982,0.6663523093986566,0.8784208260711639,0.23011463198782536,316.3765703870129,162.11242732709232,519.7843325724846,219.501518430196,147.4790517832147,153.41412006425983,555.8754585638567,93.22142688477292,590.5597946016505,41.65748866398589
b,0.19691971197037877,0.28516112676383093,0.6797617458657803,0.7630451224219124,567.5801202889195,337.0581332253889,447.2530476755966,185.91760666201586,541.5060615850616,245.7291034256392,122.33472720248837,126.06350350283152,190.7405159552925,338.71246251216445
d,0.7361699105079622,0.22335826983736823,0.7398530229354192,0.36610159980356344,367.3393164618165,92.17500359822934,423.1812569671851,201.58989095430843,416.8734976958026,270.9061233682421,449.0858693587441,92.78052439708513,226.0314938147203,397.49403582647176
a,0.19442646350022194,0.2591523103545044,0.7718605368459981,0.8546127834457702,209.15164359801696,318.64583059181496,445.72472871603594,200.18317705683526,204.8374238466369,163.7142345560693,267.8285424874132,173.3668033397908,615.9542350978962,83.95604253530553
a,0.44846859478526935,0.3833839929267293,0.6497617897551224,0.5959682084340834,227.3294540850679,316.63347125823634,334.2053083247568,155.94439962146282,92.72219144121296,118.05894462354892,392.89550765756803,104.21656129310628,556.6345937097306,51.702972726138455
b,0.7487295709389407,0.31953839313652255,0.25065055300301003,0.7287805764760606,615.4841324098093,274.6219172651255,325.8219046690318,151.19735186144257,361.3879225709928,316.5926708532283,479.9291154037114,154.54666245710732,447.3610044425592,174.94481572804105
b,0.42566541742848635,0.19654689757385496,0.478244553468438,0.8551148474669518,509.33070275911916,427.78451494326225,421.66484362266374,196.99557600201467,680.5078107607484,433.5483631624472,612.4947161791865,98.36082847115318,22.032809668212565,424.02905790105444
b,0.967118420053179,0.05404720540394131,0.9769904628726178,0.2843699958515986,596.4289196878724,319.8190076978145,398.59728919095267,216.83933539765994,408.2243817029943,279.83451190722786,346.9014228293904,206.0579626526974,659.5154300187176,97.0857916308644
a,0.7272760005222725,0.2770437655312315,0.315266361614292,0.8161048395383762,98.86611678220285,348.6135941722252,166.65064608399078,141.8825248253404,264.54183930928286,481.3376103607822,157.14316710103907,195.42162629383958,511.2467355114548,97.21851746470483
c,0.2520094495472516,0.865523264282897,0.7464690701039197,0.5885484601315265,339.1265806084616,223.40777107764245,121.16178589571973,127.31007816004222,375.2290232371292,278.84589892351704,420.2169920577033,125.29759014309808,671.6756445692876,73.00984688296492
b,0.5690412274741863,0.14597527805483385,0.38207107293619874,0.4308669362688511,558.6230783089651,118.42246544074533,384.66988135500696,206.4185058383027,75.84767755118295,124.51644692292699,187.14599272650455,169.88026219560297,74.0215411838854,407.7235883816247
d,0.04711925902335518,0.1644240200951657,0.8273262107824678,0.6052857179985921,307.67157275536306,112.20592572296687,31.65642676624546,63.67669426617847,211.8024133554291,154.87003843008796,199.32801763035926,39.79610391086012,590.9347248541034,67.24569552596283
a,0.1490799835115418,0.8874083782319235,0.822988294635081,0.14871305631282078,215.82724568840678,262.0311277020088,72.33756261435653,37.124372164065996,614.6278715413009,404.5631343106973,254.99895861312712,175.296155880631,58.52140264537428,411.00866940211085
d,0.7642148369845947,0.8840404168515152,0.7150918557920917,0.2391734880746762,362.20066665534534,116.11019576964144,492.6349552616444,259.27345000416966,151.3101753039097,161.43762781127728,358.6101649047182,193.38006268391422,391.4252898687365,172.5075330368499
a,0.47996444894295387,0.8859559788516178,0.9384812108438945,0.6418532744086896,214.43360676677008,343.448699127681,47.731531846211126,75.7313347682538,607.5643935624489,401.9556638094792,703.927364417032,116.42113675175375,80.05292725622289,392.1206861962852
c,0.455437736377581,0.8905576799552785,0.9717282550507681,0.31683254356953106,366.32780363995664,135.2381435298066,512.0275395365617,226.84545213246884,0.5005005633800899,95.67033270976862,120.86667905146274,174.59099811254933,553.3810445883664,198.58037407664432
b,0.4997210077901492,0.4648706627203875,0.654305760697545,0.8188208889979312,560.076211579027,338.9004502857098,58.54291982940642,96.66116878472904,-10.447625986426797,127.15682264129629,509.30940914805814,120.27677476899154,566.560498570553,389.2806927633977
a,0.2728435804316338,0.8828212199136547,0.7866963235498257,0.239592107254661,269.5968331025921,329.30841143448333,69.33406219149542,76.05076562849929,491.0492788991822,317.6612576285475,568.3284575806042,96.83660788352101,403.7601098878258,181.73289074877326
c,0.3140628091428301,0.8324062436127855,0.7829914114191083,0.8577112176519297,377.6415362416443,242.9228744440206,633.5083259973904,277.58008958677834,514.2675337199465,371.04252101311573,415.3088245047586,159.29260008388584,226.49479938863823,298.33781008233194
b,0.3985224498670078,0.288448342977146,0.5412410891162267,0.7945696898165582,627.7460720542272,269.04230351646623,565.5385145454404,210.8951883083245,390.118338036391,235.58539824174866,283.03334033236973,211.51141339918897,29.787971319076245,458.227142714302
